OTU,Domain,Phylum,Class,Order,Family,Genus,Species
KP943754.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Lecanorales,f__Parmeliaceae,g__Parmotrema,s__Parmotrema_internexum
MK589343.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Lecanorales,f__Parmeliaceae,g__Arctoparmelia,s__Arctoparmelia_subcentrifuga
KJ663825.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Phacidiales,f__Phacidiaceae,g__Allantophomopsiella,s__Allantophomopsiella_pseudotsugae
AF444566.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricostilbales,f__Chionosphaeraceae,g__Kurtzmanomyces,s__Kurtzmanomyces_tardus
EU707894.2,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Mycosphaerellales,f__Teratosphaeriaceae,g__Teratosphaeria,s__Teratosphaeria_macowanii
MN088708.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Entolomataceae,g__Entoloma,s__Entoloma_aprile
MH857514.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Leotiales,f__Tympanidaceae,g__Tympanis,s__Tympanis_pseudotsugae
GQ154547.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Phacidiales,f__unidentified,g__Collophorina,s__Collophorina_rubra
MT332208.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Entylomatales,f__Entylomataceae,g__Entyloma,s__Entyloma_dahliae
MG009144.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Lecanorales,f__Parmeliaceae,g__Flavocetraria,s__Flavocetraria_nivalis
MK812567.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Lecanorales,f__Parmeliaceae,g__Arctoparmelia,s__Arctoparmelia_centrifuga
MT223791.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Dermateaceae,g__Coleophoma,s__Coleophoma_eucalyptigena
KX348467.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Chaetothyriales,f__Trichomeriaceae,g__Trichomerium,s__Trichomerium_leigongense
MW364284.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Dothideales,f__Saccotheciaceae,g__Aureobasidium,s__Aureobasidium_castaneae
MW485003.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Hymenochaetales,f__unidentified,g__Cotylidia,s__Cotylidia_fibrae
MN758892.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Melanommataceae,g__Camposporium,s__Camposporium_septatum
MH177773.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Arthoniales,f__Arthoniaceae,g__Arthonia,s__Arthonia_toensbergii
JN411116.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Polyporaceae,g__Grammothele,s__Grammothele_lineata
MH857483.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Phacidiales,f__Phacidiaceae,g__Potebniamyces,s__Potebniamyces_pyri
MG692825.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Lecanorales,f__Parmeliaceae,g__Hypogymnia,s__Hypogymnia_fujisanensis
MN587000.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Lecanorales,f__Ramalinaceae,g__Ramalina,s__Ramalina_huei
AY795856.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Mycocaliciales,f__Mycocaliciaceae,g__Chaenothecopsis,s__Chaenothecopsis_epithallina
KF583554.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Lecanorales,f__Ramalinaceae,g__Ramalina,s__Ramalina_ovalis
GQ919287.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Lecanorales,f__Parmeliaceae,g__Hypotrachyna,s__Hypotrachyna_showmanii
HM161479.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Umbilicariales,f__Umbilicariaceae,g__Umbilicaria,s__Umbilicaria_leprosa
JX848561.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Verrucariales,f__Verrucariaceae,g__Verrucaria,s__Verrucaria_nodosa
HQ650599.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Lecanorales,f__Parmeliaceae,g__Melanelixia,s__Melanelixia_fuliginosa
KJ406287.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Lecanorales,f__Parmeliaceae,g__Protousnea,s__Protousnea_dusenii
EU517523.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Mycenaceae,g__Panellus,s__Panellus_stipticus
OL413024.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Melanommataceae,g__Byssosphaeria,s__Byssosphaeria_siamensis
MK811780.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Lecanorales,f__Parmeliaceae,g__Bryoria,s__Bryoria_bicolor
MH298851.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Sclerotiniaceae,g__Scleromitrula,s__Scleromitrula_shiraiana
OM809222.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Clitocybaceae,g__Singerocybe,s__Singerocybe_adirondackensis
MT883409.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Lecanorales,f__Ramalinaceae,g__Ramalina,s__Ramalina_sinensis
AY725515.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Mycosphaerellales,f__Teratosphaeriaceae,g__Teratosphaeria,s__Teratosphaeria_verrucosa
AB481250.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Lachnaceae,g__Erioscyphella,s__Erioscyphella_abnormis
KM371431.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Verrucariales,f__Verrucariaceae,g__Bagliettoa,s__Bagliettoa_baldensis
MT906451.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Agaricaceae,g__Coprinus,s__Coprinus_cf._vosoustii
KC155390.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Thelephorales,f__Thelephoraceae,g__Sarcodon,s__Sarcodon_pakaraimensis
KU934585.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Lecanorales,f__Lecanoraceae,g__Rhizoplaca,s__Rhizoplaca_chrysoleuca
HM125746.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Lecanorales,f__Parmeliaceae,g__Karoowia,s__Karoowia_adhaerens
KM484852.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Magnaporthales,f__Magnaporthaceae,g__Kohlmeyeriopsis,s__Kohlmeyeriopsis_medullaris
HQ735415.1,k__Eukaryota,p__Ascomycota,c__saccharomyceta,o__Orbiliales,f__Orbiliaceae,g__Orbilia,s__Orbilia_latispora
EF409764.2,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Pleurotaceae,g__Nematoctonus,s__Nematoctonus_subreniformis
KY266853.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Lecanorales,f__Parmeliaceae,g__Parmeliopsis,s__Parmeliopsis_hyperopta
FJ596870.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Entolomataceae,g__Entoloma,s__Entoloma_abortivum
KT215205.1,k__Eukaryota,p__Ascomycota,c__saccharomyceta,o__Orbiliales,f__Orbiliaceae,g__Arthrobotrys,s__Arthrobotrys_paucus
AY608609.1,k__Eukaryota,p__Oomycota,c__Stramenopiles,o__Peronosporales,f__Peronosporaceae,g__Peronospora,s__Peronospora_campestris
DQ525496.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Acarosporales,f__Acarosporaceae,g__Pleopsidium,s__Pleopsidium_gobiense
U66450.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Tricholomataceae,g__Omphalina,s__Omphalina_pyxidata
MT075634.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Chaetothyriales,f__Herpotrichiellaceae,g__Melanoctona,s__Melanoctona_tectonae
MH183223.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Lecanorales,f__Cladoniaceae,g__Cladonia,s__Cladonia_piedmontensis
AB051654.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Lecanorales,f__Parmeliaceae,g__Usnea,s__Usnea_pangiana
KR024448.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Lecanorales,f__Parmeliaceae,g__Punctelia,s__Punctelia_rudecta
AJ244250.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Comminutisporales,f__Comminutisporaceae,g__Comminutispora,s__Comminutispora_agavaciensis
MT217116.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Phaeosphaeriaceae,g__Phaeosphaeria,s__Phaeosphaeria_spartinae
KX894961.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Xylariales,f__Sporocadaceae,g__Pestalotiopsis,s__Pestalotiopsis_distincta
AF357058.2,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Lyophyllaceae,g__Lyophyllum,s__Lyophyllum_ambustum
JF756972.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Lecanorales,f__Parmeliaceae,g__Parmelina,s__Parmelina_cryptotiliacea
MG695513.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Lecanorales,f__Parmeliaceae,g__Xanthoparmelia,s__Xanthoparmelia_aff._subramigera
EU707821.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Lecanorales,f__Parmeliaceae,g__Hypogymnia,s__Hypogymnia_occidentalis
MH221047.1,k__Eukaryota,p__Ascomycota,c__saccharomyceta,o__Orbiliales,f__Orbiliaceae,g__Hyalorbilia,s__Hyalorbilia_erythrostigma
MH327802.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Chaetosphaeriales,f__Chaetosphaeriaceae,g__Eucalyptostroma,s__Eucalyptostroma_eucalyptorum
KT215194.1,k__Eukaryota,p__Ascomycota,c__saccharomyceta,o__Orbiliales,f__Orbiliaceae,g__Dactylella,s__Dactylella_intermedia
MT223867.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Melanommataceae,g__Uzbekistanica,s__Uzbekistanica_vitis-viniferae
HM017046.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Lecanorales,f__Parmeliaceae,g__Parmotrema,s__Parmotrema_perlatum
KY449437.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Polyporaceae,g__Jorgewrightia,s__Jorgewrightia_tropica
MN784963.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Diaporthales,f__Melanconidaceae,g__Melanconis,s__Melanconis_alni
MW832794.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Lecanorales,f__Lecanoraceae,g__Lecanora,s__Lecanora_parasymmicta
KP771856.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Lecanorales,f__Parmeliaceae,g__Montanelia,s__Montanelia_aff._tominii_SDL-2014
KY104475.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Tremellales,f__Rhynchogastremaceae,g__Papiliotrema,s__Papiliotrema_taeanensis
KY929423.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Lecanorales,f__Parmeliaceae,g__Parmotrema,s__Parmotrema_masonii
MN586995.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Lecanorales,f__Ramalinaceae,g__Ramalina,s__Ramalina_erosa
AY956550.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Pucciniales,f__Pucciniaceae,g__Puccinia,s__Puccinia_bromina
KY397893.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Lecanorales,f__Gypsoplacaceae,g__Gypsoplaca,s__Gypsoplaca_blastidiata
KT290147.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Pseudocercospora,s__Pseudocercospora_chamaecristae
MT913607.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Polyporaceae,g__Cryptoporus,s__Cryptoporus_volvatus
KY426798.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Pleurotaceae,g__Hohenbuehelia,s__Hohenbuehelia_portegna
JQ088040.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Verrucariales,f__Verrucariaceae,g__Polyblastia,s__Polyblastia_schisticola
KR052103.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Candelariales,f__Candelariaceae,g__Candelariella,s__Candelariella_clarkii
DQ980002.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Lecanorales,f__Parmeliaceae,g__Brodoa,s__Brodoa_intestiniformis
AB554112.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Pleomassariaceae,g__Prosthemium,s__Prosthemium_stellare
FJ008052.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Tremellales,f__Rhynchogastremaceae,g__Papiliotrema,s__Papiliotrema_mangalensis
KC990141.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Lecanorales,f__Parmeliaceae,g__Usnocetraria,s__Usnocetraria_oakesiana
KU519107.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Agaricaceae,g__Tulostoma,s__Tulostoma_rufum
MG605063.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Diaporthales,f__Tubakiaceae,g__Tubakia,s__Tubakia_americana
LT222023.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Tricholomataceae,g__Tricholoma,s__Tricholoma_boreosulphurescens
HM161503.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Umbilicariales,f__Umbilicariaceae,g__Umbilicaria,s__Umbilicaria_cinereorufescens
KY103889.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricostilbales,f__Kondoaceae,g__Kondoa,s__Kondoa_thailandica
MW221114.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Phaeosphaeriaceae,g__Paraphoma,s__Paraphoma_fimeti
JQ314732.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Lecanorales,f__Parmeliaceae,g__Usnea,s__Usnea_subantarctica
JQ009321.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Xylariales,f__Hypoxylaceae,g__Hypoxylon,s__Hypoxylon_vinosopulvinatum
MN103161.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Acarosporales,f__Acarosporaceae,g__Polysporina,s__Polysporina_arenacea
GQ411524.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Hymenochaetales,f__Schizoporaceae,g__Hyphodontia,s__Hyphodontia_nothofagi
MK514094.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Diaporthales,f__Valsaceae,g__Cytospora,s__Cytospora_olivarum
MT223842.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Sphaerulina,s__Sphaerulina_salicicola
AB035897.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Erythrobasidiales,f__Erythrobasidiaceae,g__Bannoa,s__Bannoa_hahajimensis
AB022408.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Erysiphales,f__Erysiphaceae,g__Erysiphe,s__Erysiphe_australiana
JQ836578.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Lecanorales,f__Parmeliaceae,g__Hypogymnia,s__Hypogymnia_flavida
AF254634.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Lecanorales,f__Parmeliaceae,g__Masonhalea,s__Masonhalea_richardsonii
JQ824136.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Agaricaceae,g__Agaricus,s__Agaricus_cupreobrunneus
HQ725088.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Lecanorales,f__Parmeliaceae,g__Hypogymnia,s__Hypogymnia_pulverata
MT554931.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Phanerochaetaceae,g__Phlebiopsis,s__Phlebiopsis_xuefengensis
KF667241.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Chaetothyriales,f__Chaetothyriaceae,g__Phaeosaccardinula,s__Phaeosaccardinula_multiseptata
MN387094.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Lecanorales,f__Lecanoraceae,g__Lecanora,s__Lecanora_glabrata
JX046016.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Lyophyllaceae,g__Hypsizygus,s__Hypsizygus_marmoreus
MN103140.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Verrucariales,f__Verrucariaceae,g__Endocarpon,s__Endocarpon_petrolepideum
KY105263.1,k__Eukaryota,p__Ascomycota,c__CUG-Ser2 clade,o__Saccharomycetales,f__Saccharomycopsidaceae,g__Saccharomycopsis,s__Saccharomycopsis_microspora
KU862977.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Lecanorales,f__Parmeliaceae,g__Menegazzia,s__Menegazzia_pseudocyphellata
MZ951117.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Pucciniales,f__Pucciniastraceae,g__Pucciniastrum,s__Pucciniastrum_styracinum
KX945366.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Entolomataceae,g__Entoloma,s__Entoloma_sphagneti
KU895877.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Lecanorales,f__Parmeliaceae,g__Bryoria,s__Bryoria_poeltii
AF050286.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Zasmidium,s__Zasmidium_cerophilum
MN989289.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Lecanorales,f__Ramalinaceae,g__Ramalina,s__Ramalina_calicaris
AB926081.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Rutstroemiaceae,g__Lambertella,s__Lambertella_pyrolae
JN943684.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Lecanorales,f__Parmeliaceae,g__Melanohalea,s__Melanohalea_subelegantula
MH999514.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Phaeomoniellales,f__Phaeomoniellaceae,g__Neophaeomoniella,s__Neophaeomoniella_ossiformis
KU685692.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Hydnangiaceae,g__Laccaria,s__Laccaria_masoniae
AB205348.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Lecanorales,f__Parmeliaceae,g__Anzia,s__Anzia_colpota
MN412767.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Lecanorales,f__Parmeliaceae,g__Parmelia,s__Parmelia_pinnatifida
MZ029739.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Lecanorales,f__Parmeliaceae,g__Melanelia,s__Melanelia_stygia
EU673330.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Botryosphaeriales,f__Botryosphaeriaceae,g__Barriopsis,s__Barriopsis_stevensiana
GU981593.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Eurotiales,f__Aspergillaceae,g__Penicillium,s__Penicillium_mariae-crucis
KM652161.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Hypocreales,f__Ophiocordycipitaceae,g__Hirsutella,s__Hirsutella_kirchneri
KF928440.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Chaetothyriales,f__Herpotrichiellaceae,g__Exophiala,s__Exophiala_cf._cancerae_CBS_128150
AF182074.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Candelariales,f__Candelariaceae,g__Candelariella,s__Candelariella_coralliza
EU882125.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Clypeosphaerella,s__Clypeosphaerella_quasiparkii
MN371848.1,k__Eukaryota,p__Ascomycota,c__CUG-Ser1 clade,o__Saccharomycetales,f__Debaryomycetaceae,g__Hyphopichia,s__Hyphopichia_burtonii
AF033432.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Eurotiales,f__Aspergillaceae,g__Penicillium,s__Penicillium_ehrlichii
KY607535.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Hypocreales,f__Bionectriaceae,g__Ijuhya,s__Ijuhya_vitellina
EU144054.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Botryosphaeriales,f__Botryosphaeriaceae,g__Dothiorella,s__Dothiorella_longicollis
LC312449.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Erysiphales,f__Erysiphaceae,g__Erysiphe,s__Erysiphe_azerbaijanica
KR476749.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Phaeomoniellales,f__Phaeomoniellaceae,g__Neophaeomoniella,s__Neophaeomoniella_eucalypti
KU672366.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Erysiphales,f__Erysiphaceae,g__Erysiphe,s__Erysiphe_cruciferarum
HM562167.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Pluteaceae,g__Pluteus,s__Pluteus_primus
EF669577.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Eurotiales,f__Aspergillaceae,g__Aspergillus,s__Aspergillus_campestris
MH858568.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Hypocreales,f__Hypocreaceae,g__Hypomyces,s__Hypomyces_aurantius
KY462798.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Gelatinodiscaceae,g__Ascotremella,s__Ascotremella_faginea
MT741709.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Corticiales,f__Corticiaceae,g__Entomocorticium,s__Entomocorticium_parmeteri
JQ239400.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Botryosphaeriales,f__Botryosphaeriaceae,g__Dothiorella,s__Dothiorella_dulcispinae
MK812369.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Candelariales,f__Candelariaceae,g__Candelariella,s__Candelariella_placodizans
JX045678.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Cortinarius_neosanguineus
AB550281.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Ustilaginales,f__Ustilaginaceae,g__Pseudozyma,s__Pseudozyma_tsukubaensis
MF325963.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Psathyrellaceae,g__Psathyrella,s__Psathyrella_carinthiaca
GU479321.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Hymenogastraceae,g__Hymenogaster,s__Hymenogaster_luteus
GU967375.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Candelariales,f__Candelariaceae,g__Candelariella,s__Candelariella_granuliformis
KY929616.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Ustilaginales,f__Ustilaginaceae,g__Ustilago,s__Ustilago_aff._schroeteriana
MZ243498.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Candelariales,f__Candelariaceae,g__Candelariella,s__Candelariella_aggregata
EF591920.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Botryosphaeriales,f__Botryosphaeriaceae,g__Dothiorella,s__Dothiorella_moneti
FJ385270.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Chaetothyriales,f__Herpotrichiellaceae,g__Cladophialophora,s__Cladophialophora_saturnica
KJ869140.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Cercosporella,s__Cercosporella_dolichandrae
AY624994.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Hymenochaetales,f__Hymenochaetaceae,g__Inocutis,s__Inocutis_rheades
KC291729.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Hypocreales,f__Nectriaceae,g__Pseudocosmospora,s__Pseudocosmospora_rogersonii
DQ008954.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Ustilaginales,f__Ustilaginaceae,g__Pseudozyma,s__Pseudozyma_hubeiensis
MW261808.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Eurotiales,f__Aspergillaceae,g__Penicillium,s__Penicillium_simplicissimum
JN572910.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Hyphodermataceae,g__Hyphoderma,s__Hyphoderma_obtusiforme
GU826097.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Diaporthales,f__Gnomoniaceae,g__Cryptosporella,s__Cryptosporella_alni-tenuifoliae
HF542114.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Agaricaceae,g__Lepiota,s__Lepiota_acutesquamosa
AB976534.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Magnaporthales,f__Pyriculariaceae,g__Xenopyricularia,s__Xenopyricularia_zizaniicola
MW710266.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Eurotiales,f__Aspergillaceae,g__Penicillium,s__Penicillium_biourgeianum
HE649391.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Eurotiales,f__Aspergillaceae,g__Penicillium,s__Penicillium_brevicompactum
AF422960.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Magnaporthales,f__Magnaporthaceae,g__Buergenerula,s__Buergenerula_spartinae
MH862990.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Acrospermales,f__Acrospermaceae,g__Radulidium,s__Radulidium_epichloes
MK409239.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Diaporthales,f__Diaporthaceae,g__Diaporthe,s__Diaporthe_novem
KC485500.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Tremellales,f__Rhynchogastremaceae,g__Papiliotrema,s__Papiliotrema_aspenensis
KY105422.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Tremellales,f__Sirobasidiaceae,g__Sirobasidium,s__Sirobasidium_magnum
KJ707061.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Filobasidiales,f__Filobasidiaceae,g__Naganishia,s__Naganishia_uzbekistanensis
MW111282.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Didymosphaeriaceae,g__Paraphaeosphaeria,s__Paraphaeosphaeria_minitans
MH859810.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Chaetothyriales,f__Herpotrichiellaceae,g__Phialophora,s__Phialophora_foetens
AY555968.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Glomerellales,f__Plectosphaerellaceae,g__Acrostalagmus,s__Acrostalagmus_luteoalbus
AY259134.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__unidentified,g__Cadophora,s__Cadophora_dextrinospora
HE963779.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Trechisporales,f__Hydnodontaceae,g__Brevicellicium,s__Brevicellicium_exile
